Level,WKT
455,"POLYGON ((8.505060429286328 47.329920624840568,8.510846773151728 47.349196467285687,8.487081754020675 47.350966129486082,8.481311091793319 47.331687996466364,8.505060429286328 47.329920624840568))"
456,"POLYGON ((8.516639472556955 47.368479097838140,8.522438537304245 47.387768513266998,8.498642106103247 47.389542765924723,8.492858755530815 47.370251053714405,8.516639472556955 47.368479097838140))"
457,"POLYGON ((8.522438537304245 47.387768513266998,8.528243977215368 47.407064710328982,8.504431815536964 47.408841262877985,8.498642106103247 47.389542765924723,8.522438537304245 47.387768513266998))"
458,"POLYGON ((8.546241795754264 47.385988705129101,8.552062966644549 47.405282595311519,8.528243977215368 47.407064710328982,8.522438537304245 47.387768513266998,8.546241795754264 47.385988705129101))"
459,"POLYGON ((7.620351755088691 47.530454147921446,7.625567317836458 47.549862452356791,7.601967189522462 47.551433555227739,7.596767387375152 47.532023209491982,7.620351755088691 47.530454147921446))"
460,"POLYGON ((7.607172753988032 47.570850784460752,7.612384089768206 47.590274894037229,7.588759667742463 47.591844656978729,7.583564124630428 47.572418507424530,7.607172753988032 47.570850784460752))"
461,"POLYGON ((7.625567317836458 47.549862452356791,7.630788659585727 47.569277637507255,7.607172753988032 47.570850784460752,7.601967189522462 47.551433555227739,7.625567317836458 47.549862452356791))"
462,"POLYGON ((7.630788659585727 47.569277637507255,7.636015789356988 47.588699700215152,7.612384089768206 47.590274894037229,7.607172753988032 47.570850784460752,7.630788659585727 47.569277637507255))"
463,"POLYGON ((8.593868749093325 47.382412405648125,8.599721383359949 47.401701661092829,8.575888772479285 47.403494913629437,8.570051870129889 47.384203337318290,8.593868749093325 47.382412405648125))"
464,"POLYGON ((8.582182742746108 47.343854214765393,8.588022538852012 47.363129922453567,8.564221375526392 47.364918536393851,8.558397278801568 47.345640514108048,8.582182742746108 47.343854214765393))"
465,"POLYGON ((8.558397278801568 47.345640514108048,8.564221375526392 47.364918536393851,8.540427016322699 47.366701593461045,8.534618618505341 47.347421263554949,8.558397278801568 47.345640514108048))"
466,"POLYGON ((8.552579570107794 47.326369273700323,8.558397278801568 47.345640514108048,8.534618618505341 47.347421263554949,8.528816592477249 47.328147718646015,8.552579570107794 47.326369273700323))"
467,"POLYGON ((9.667835807985627 45.684908556752546,9.670999174225074 45.694188927257642,9.659495886519592 45.695168195580052,9.656336139277466 45.685887198252757,9.667835807985627 45.684908556752546))"
468,"POLYGON ((9.670999174225074 45.694188927257642,9.674164199460673 45.703470995934907,9.662657291000052 45.704450891497892,9.659495886519592 45.695168195580052,9.670999174225074 45.694188927257642))"
469,"POLYGON ((9.682503974115962 45.693208341212362,9.685672620072015 45.702489781837158,9.674164199460673 45.703470995934907,9.670999174225074 45.694188927257642,9.682503974115962 45.693208341212362))"
470,"POLYGON ((8.957188716143353 46.001661252234349,8.960144244866280 46.011029468740134,8.948650061207735 46.011934465901540,8.945698199729131 46.002565667713277,8.957188716143353 46.001661252234349))"
471,"POLYGON ((8.954234753807386 45.992294753491556,8.957188716143353 46.001661252234349,8.945698199729131 46.002565667713277,8.942747902815876 45.993198587678464,8.954234753807386 45.992294753491556))"
472,"POLYGON ((9.072839208509995 45.810434999911820,9.075819670544924 45.819761813639815,9.064370962209479 45.820675267964418,9.061394133551245 45.811347867852092,9.072839208509995 45.810434999911820))"
473,"POLYGON ((9.084285865973587 45.809520832900922,9.087269961411570 45.818847059438113,9.075819670544924 45.819761813639815,9.072839208509995 45.810434999911820,9.084285865973587 45.809520832900922))"
474,"POLYGON ((6.140575168553624 45.891574379118836,6.142605710307335 45.901005065802771,6.131650831451189 45.901593733983262,6.129623855525622 45.892162665721294,6.140575168553624 45.891574379118836))"
475,"POLYGON ((6.142605710307335 45.901005065802771,6.144637338685984 45.910437558040329,6.133678892148406 45.911026608059586,6.131650831451189 45.901593733983262,6.142605710307335 45.901005065802771))"
476,"POLYGON ((6.131650831451189 45.901593733983262,6.133678892148406 45.911026608059586,6.122722332069805 45.911614497037021,6.120697838736383 45.902181241862884,6.131650831451189 45.901593733983262))"
477,"POLYGON ((6.631470330009477 46.526837717334033,6.633692567744910 46.536379589382072,6.622428524449515 46.537033090570958,6.620209992605581 46.527490794349951,6.631470330009477 46.526837717334033))"
478,"POLYGON ((6.642732538117396 46.526183410885700,6.644958482016412 46.535724857976689,6.633692567744910 46.536379589382072,6.631470330009477 46.526837717334033,6.642732538117396 46.526183410885700))"
479,"POLYGON ((6.636061941871104 46.497569740467668,6.638284268966319 46.507105851833551,6.627029467363748 46.507759309237535,6.624810840613102 46.498222773783922,6.636061941871104 46.497569740467668))"
480,"POLYGON ((6.638284268966319 46.507105851833551,6.640507800741377 46.516643742071984,6.629249296855966 46.517297623853267,6.627029467363748 46.507759309237535,6.638284268966319 46.507105851833551))"
481,"POLYGON ((6.627029467363748 46.507759309237535,6.629249296855966 46.517297623853267,6.617992663402291 46.517950276985658,6.615776535920420 46.508411538775668,6.627029467363748 46.507759309237535))"
482,"POLYGON ((6.624810840613102 46.498222773783922,6.627029467363748 46.507759309237535,6.615776535920420 46.508411538775668,6.613561609241652 46.498874580016839,6.624810840613102 46.498222773783922))"
483,"POLYGON ((6.112669407775451 46.228094616752884,6.114705802903823 46.237591837357314,6.103642056910352 46.238183367241838,6.101609290422507 46.228685762634349,6.112669407775451 46.228094616752884))"
484,"POLYGON ((6.139725958357268 46.197836687905117,6.141769933090436 46.207327355906543,6.130711355688934 46.207921275888630,6.128671004860944 46.198430222408064,6.139725958357268 46.197836687905117))"
485,"POLYGON ((6.141769933090436 46.207327355906543,6.143815009731739 46.216819822860820,6.132752806527596 46.217414128585681,6.130711355688934 46.207921275888630,6.141769933090436 46.207327355906543))"
486,"POLYGON ((6.161841568401459 46.196646076024273,6.163892791899998 46.206135970802400,6.152830412190856 46.206732254392961,6.150782813233818 46.197241972625577,6.161841568401459 46.196646076024273))"
487,"POLYGON ((6.163892791899998 46.206135970802400,6.165945121101176 46.215627664004593,6.154879114953349 46.216224334849045,6.152830412190856 46.206732254392961,6.163892791899998 46.206135970802400))"
488,"POLYGON ((7.464007018187878 46.941822088426264,7.466528101342321 46.951419711348407,7.454967603400438 46.952174911233378,7.452450335126022 46.942576798493931,7.464007018187878 46.941822088426264))"
489,"POLYGON ((6.915357623039488 46.423046741860610,6.917668741166994 46.432560918106546,6.906387938486317 46.433243828019542,6.904080515830739 46.423729209059459,6.915357623039488 46.423046741860610))"
490,"POLYGON ((6.906387938486317 46.433243828019542,6.908696608493266 46.442760220244885,6.897413946907040 46.443442335159972,6.895108974051872 46.433925500705648,6.906387938486317 46.433243828019542))"
491,"POLYGON ((6.917668741166994 46.432560918106546,6.919981108570160 46.442076867316018,6.908696608493266 46.442760220244885,6.906387938486317 46.433243828019542,6.917668741166994 46.432560918106546))"
492,"POLYGON ((8.324998146879430 47.048500703515323,8.327812587071726 47.058091136845078,8.316063534556124 47.058948217412492,8.313252952847284 47.049357229524446,8.324998146879430 47.048500703515323))"
493,"POLYGON ((8.534618618505341 47.347421263554949,8.537522020326762 47.357060580585262,8.525631321458302 47.357949450806373,8.522731843255375 47.348309558373373,8.534618618505341 47.347421263554949))"
494,"POLYGON ((8.522731843255375 47.348309558373373,8.525631321458302 47.357949450806373,8.513742327799683 47.358836934250142,8.510846773151728 47.349196467285687,8.522731843255375 47.348309558373373))"
495,"POLYGON ((8.525631321458302 47.357949450806373,8.528532391803392 47.367591039474163,8.516639472556955 47.368479097838140,8.513742327799683 47.358836934250142,8.525631321458302 47.357949450806373))"
496,"POLYGON ((8.537522020326762 47.357060580585262,8.540427016322699 47.366701593461045,8.528532391803392 47.367591039474163,8.525631321458302 47.357949450806373,8.537522020326762 47.357060580585262))"
497,"POLYGON ((8.531435055517948 47.377234323972225,8.534339313830502 47.386879303895263,8.522438537304245 47.387768513266998,8.519538208649440 47.378122957645431,8.531435055517948 47.377234323972225))"
498,"POLYGON ((8.528532391803392 47.367591039474163,8.531435055517948 47.377234323972225,8.519538208649440 47.378122957645431,8.516639472556955 47.368479097838140,8.528532391803392 47.367591039474163))"
499,"POLYGON ((7.599366568720586 47.541727521726074,7.601967189522462 47.551433555227739,7.590169852780356 47.552217074969469,7.587573172921230 47.542510532258163,7.599366568720586 47.541727521726074))"
500,"POLYGON ((7.592767971132809 47.561925338902213,7.595367529101054 47.571635323662790,7.583564124630428 47.572418507424530,7.580968511611102 47.562708013620473,7.592767971132809 47.561925338902213))"
501,"POLYGON ((7.601967189522462 47.551433555227739,7.604569250903618 47.561141309603919,7.592767971132809 47.561925338902213,7.590169852780356 47.552217074969469,7.601967189522462 47.551433555227739))"
502,"POLYGON ((7.604569250903618 47.561141309603919,7.607172753988032 47.570850784460752,7.595367529101054 47.571635323662790,7.592767971132809 47.561925338902213,7.604569250903618 47.561141309603919))"
503,"POLYGON ((8.555233863846727 47.375452890537595,8.558145981659651 47.385096716444608,8.546241795754264 47.385988705129101,8.543333607721882 47.376344301777515,8.555233863846727 47.375452890537595))"
504,"POLYGON ((6.125161367265036 45.897171777782191,6.126174099259819 45.901887632927213,6.120697838736383 45.902181241862884,6.119685998215104 45.897465291538481,6.125161367265036 45.897171777782191))"
505,"POLYGON ((6.130637207943123 45.896877974110176,6.131650831451189 45.901593733983262,6.126174099259819 45.901887632927213,6.125161367265036 45.897171777782191,6.130637207943123 45.896877974110176))"
506,"POLYGON ((6.624730186430877 46.522394034369064,6.625839927396918 46.527164409486915,6.620209992605581 46.527490794349951,6.619101177731329 46.522720313292105,6.624730186430877 46.522394034369064))"
507,"POLYGON ((6.623620746252625 46.517624103966455,6.624730186430877 46.522394034369064,6.619101177731329 46.522720313292105,6.617992663402291 46.517950276985658,6.623620746252625 46.517624103966455))"
508,"POLYGON ((6.629249296855966 46.517297623853267,6.630359662917543 46.522067448254113,6.624730186430877 46.522394034369064,6.623620746252625 46.517624103966455,6.629249296855966 46.517297623853267))"
509,"POLYGON ((6.630359662917543 46.522067448254113,6.631470330009477 46.526837717334033,6.625839927396918 46.527164409486915,6.624730186430877 46.522394034369064,6.630359662917543 46.522067448254113))"
510,"POLYGON ((6.635989607046199 46.521740554879024,6.637101200298055 46.526510717823051,6.631470330009477 46.526837717334033,6.630359662917543 46.522067448254113,6.635989607046199 46.521740554879024))"
511,"POLYGON ((6.634878315067255 46.516970836577840,6.635989607046199 46.521740554879024,6.630359662917543 46.522067448254113,6.629249296855966 46.517297623853267,6.634878315067255 46.516970836577840))"
512,"POLYGON ((6.640507800741377 46.516643742071984,6.641620018671659 46.521413354175543,6.635989607046199 46.521740554879024,6.634878315067255 46.516970836577840,6.640507800741377 46.516643742071984))"
513,"POLYGON ((6.153854625543937 46.211478069801537,6.154879114953349 46.216224334849045,6.149346824658542 46.216522226674911,6.148323241917927 46.211775864939121,6.153854625543937 46.211478069801537))"
514,"POLYGON ((6.152830412190856 46.206732254392961,6.153854625543937 46.211478069801537,6.148323241917927 46.211775864939121,6.147299934996397 46.207029952875288,6.152830412190856 46.206732254392961))"
515,"POLYGON ((6.147299934996397 46.207029952875288,6.148323241917927 46.211775864939121,6.142792333620173 46.212073364531200,6.141769933090436 46.207327355906543,6.147299934996397 46.207029952875288))"
516,"POLYGON ((6.146276903789058 46.202284490516675,6.147299934996397 46.207029952875288,6.141769933090436 46.207327355906543,6.140747808037720 46.202581797020109,6.146276903789058 46.202284490516675))"
517,"POLYGON ((6.145254148191063 46.197539477896498,6.146276903789058 46.202284490516675,6.140747808037720 46.202581797020109,6.139725958357268 46.197836687905117,6.145254148191063 46.197539477896498))"
518,"POLYGON ((6.150782813233818 46.197241972625577,6.151806474789126 46.201986888656556,6.146276903789058 46.202284490516675,6.145254148191063 46.197539477896498,6.150782813233818 46.197241972625577))"
519,"POLYGON ((6.151806474789126 46.201986888656556,6.152830412190856 46.206732254392961,6.147299934996397 46.207029952875288,6.146276903789058 46.202284490516675,6.151806474789126 46.201986888656556))"
520,"POLYGON ((7.447930179630353 46.947752626028503,7.449188031773100 46.952552022675455,7.443408911920731 46.952928808540683,7.442152013564298 46.948129289676636,7.447930179630353 46.947752626028503))"
521,"POLYGON ((7.453708797447998 46.947375636906735,7.454967603400438 46.952174911233378,7.449188031773100 46.952552022675455,7.447930179630353 46.947752626028503,7.453708797447998 46.947375636906735))"
522,"POLYGON ((7.452450335126022 46.942576798493931,7.453708797447998 46.947375636906735,7.447930179630353 46.947752626028503,7.446672670868839 46.942953665337008,7.452450335126022 46.942576798493931))"
523,"POLYGON ((7.446672670868839 46.942953665337008,7.447930179630353 46.947752626028503,7.442152013564298 46.948129289676636,7.440895458339847 46.943330206809620,7.446672670868839 46.942953665337008))"
524,"POLYGON ((8.313252952847284 47.049357229524446,8.314658052074545 47.054152509376067,8.308785134180786 47.054580403378679,8.307380999432828 47.049784985070566,8.313252952847284 47.049357229524446))"
525,"POLYGON ((8.314658052074545 47.054152509376067,8.316063534556124 47.058948217412492,8.310189651934113 47.059376249918458,8.308785134180786 47.054580403378679,8.314658052074545 47.054152509376067))"
526,"POLYGON ((8.540427016322699 47.366701593461045,8.541880112520042 47.371522735714521,8.535931605391703 47.371967776285508,8.534479490992238 47.367146489956475,8.540427016322699 47.366701593461045))"
527,"POLYGON ((8.535931605391703 47.371967776285508,8.537384118541373 47.376789486472795,8.531435055517948 47.377234323972225,8.529983524412732 47.372412469769728,8.535931605391703 47.371967776285508))"
528,"POLYGON ((8.541880112520042 47.371522735714521,8.543333607721882 47.376344301777515,8.537384118541373 47.376789486472795,8.535931605391703 47.371967776285508,8.541880112520042 47.371522735714521))"
529,"POLYGON ((8.543333607721882 47.376344301777515,8.544787502082002 47.381166291599293,8.538837030594935 47.381611620467623,8.537384118541373 47.376789486472795,8.543333607721882 47.376344301777515))"
530,"POLYGON ((8.538837030594935 47.381611620467623,8.540290341706166 47.386434178219240,8.534339313830502 47.386879303895263,8.532886985272643 47.382056602030985,8.538837030594935 47.381611620467623))"
531,"POLYGON ((8.537384118541373 47.376789486472795,8.538837030594935 47.381611620467623,8.532886985272643 47.382056602030985,8.531435055517948 47.377234323972225,8.537384118541373 47.376789486472795))"
532,"POLYGON ((7.588871333109237 47.547363588436568,7.590169852780356 47.552217074969469,7.584271866855309 47.552608327160399,7.582974332518767 47.547754713464535,7.588871333109237 47.547363588436568))"
533,"POLYGON ((7.582974332518767 47.547754713464535,7.584271866855309 47.552608327160399,7.578374336119743 47.552999240990857,7.577077787096706 47.548145500239428,7.582974332518767 47.547754713464535))"
534,"POLYGON ((7.581677157404651 47.542901530166468,7.582974332518767 47.547754713464535,7.577077787096706 47.548145500239428,7.575781597035391 47.543292189929055,7.581677157404651 47.542901530166468))"
535,"POLYGON ((7.585569760554388 47.557462371204949,7.586868013756182 47.562316845549020,7.580968511611102 47.562708013620473,7.579671244244513 47.557853412134257,7.585569760554388 47.557462371204949))"
536,"POLYGON ((7.590169852780356 47.552217074969469,7.591468732074788 47.557070991807748,7.585569760554388 47.557462371204949,7.584271866855309 47.552608327160399,7.590169852780356 47.552217074969469))"
537,"POLYGON ((7.591468732074788 47.557070991807748,7.592767971132809 47.561925338902213,7.586868013756182 47.562316845549020,7.585569760554388 47.557462371204949,7.591468732074788 47.557070991807748))"
538,"POLYGON ((8.547829045620984 47.371077347991310,8.549283522882630 47.375898769820914,8.543333607721882 47.376344301777515,8.541880112520042 47.371522735714521,8.547829045620984 47.371077347991310))"
539,"POLYGON ((8.552323344701716 47.365810759275291,8.553778404517722 47.370631613050470,8.547829045620984 47.371077347991310,8.546374967618100 47.366256349922445,8.552323344701716 47.365810759275291))"
540,"POLYGON ((6.116962608644472 46.235069320418617,6.117472037246183 46.237443770195227,6.114705802903823 46.237591837357314,6.114196601149275 46.235217363544841,6.116962608644472 46.235069320418617))"
541,"POLYGON ((6.119728735238176 46.234921203410728,6.120238390692069 46.237295629139666,6.117472037246183 46.237443770195227,6.116962608644472 46.235069320418617,6.119728735238176 46.234921203410728))"
542,"POLYGON ((8.308083018940302 47.052182640692727,8.308785134180786 47.054580403378679,8.305848836212919 47.054794223503919,8.305146962105662 47.052396426220866,8.308083018940302 47.052182640692727))"
543,"POLYGON ((8.307380999432828 47.049784985070566,8.308083018940302 47.052182640692727,8.305146962105662 47.052396426220866,8.304445183700299 47.049998736007467,8.307380999432828 47.049784985070566))"
544,"POLYGON ((8.304445183700299 47.049998736007467,8.305146962105662 47.052396426220866,8.302211012617226 47.052610127189098,8.301509475312530 47.050212402397754,8.304445183700299 47.049998736007467))"
545,"POLYGON ((8.544127682403563 47.368889497187318,8.544854525834985 47.371300085251022,8.541880112520042 47.371522735714521,8.541153514555416 47.369112111608430,8.544127682403563 47.368889497187318))"
546,"POLYGON ((8.543400938735825 47.366479015076223,8.544127682403563 47.368889497187318,8.541153514555416 47.369112111608430,8.540427016322699 47.366701593461045,8.543400938735825 47.366479015076223))"
547,"POLYGON ((8.546374967618100 47.366256349922445,8.547101956721811 47.368666795983614,8.544127682403563 47.368889497187318,8.543400938735825 47.366479015076223,8.546374967618100 47.366256349922445))"
548,"POLYGON ((8.547101956721811 47.368666795983614,8.547829045620984 47.371077347991310,8.544854525834985 47.371300085251022,8.544127682403563 47.368889497187318,8.547101956721811 47.368666795983614))"
549,"POLYGON ((6.117836183729483 46.232620945828124,6.118090911805399 46.233808094435012,6.116707920101955 46.233882137692810,6.116453248729487 46.232694983076030,6.117836183729483 46.232620945828124))"
550,"POLYGON ((6.119473933280712 46.233734032707211,6.119728735238176 46.234921203410728,6.118345657055075 46.234995271150417,6.118090911805399 46.233808094435012,6.119473933280712 46.233734032707211))"
