ID,WKT
787,"POLYGON ((8.274524774126659 46.773786684950423,8.275914921524516 46.778556528344168,8.270093588669058 46.778978932613434,8.268704391791495 46.774208952675792,8.274524774126659 46.773786684950423))"
788,"POLYGON ((8.046495382025165 46.785234554457965,8.047848102034861 46.790009213411395,8.042044511903118 46.790418555127090,8.040692741624964 46.785643763742726,8.046495382025165 46.785234554457965))"
789,"POLYGON ((8.040692741624964 46.785643763742726,8.042044511903118 46.790418555127090,8.036241355624277 46.790827566699683,8.034890535062129 46.786052642988402,8.040692741624964 46.785643763742726))"
790,"POLYGON ((8.037036607456495 46.751824049544595,8.038386762068642 46.756595681252257,8.032589814922396 46.757004096892700,8.031240608330824 46.752232333067710,8.037036607456495 46.751824049544595))"
791,"POLYGON ((8.031240608330824 46.752232333067710,8.032589814922396 46.757004096892700,8.026793301519767 46.757412183117317,8.025445042933056 46.752640287278759,8.031240608330824 46.752232333067710))"
792,"POLYGON ((7.996801392855698 46.671989689931699,7.998142514001207 46.676754354682515,7.992362950971935 46.677159547626665,7.991022773660593 46.672394751826488,7.996801392855698 46.671989689931699))"
793,"POLYGON ((8.105318701944130 46.659469507271659,8.106677391493308 46.664231229812422,8.100890558133402 46.664642523791784,8.099532812471942 46.659880668284067,8.105318701944130 46.659469507271659))"
794,"POLYGON ((8.103960379703047 46.654708217428045,8.105318701944130 46.659469507271659,8.099532812471942 46.659880668284067,8.098175433876399 46.655119245518478,8.103960379703047 46.654708217428045))"
795,"POLYGON ((8.046899834276836 46.619904043722414,8.048247689804677 46.624662928064701,8.042472793094966 46.625070407520461,8.041125879155238 46.620311391439898,8.046899834276836 46.619904043722414))"
796,"POLYGON ((8.048247689804677 46.624662928064701,8.049595909594476 46.629422245803759,8.043820071054959 46.629829857042388,8.042472793094966 46.625070407520461,8.048247689804677 46.624662928064701))"
797,"POLYGON ((8.041125879155238 46.620311391439898,8.042472793094966 46.625070407520461,8.036698328408113 46.625477559835311,8.035352356040772 46.620718412119473,8.041125879155238 46.620311391439898))"
798,"POLYGON ((7.944808067006543 46.612503797155846,7.946138838097909 46.617263604349340,7.940374130872733 46.617665141331827,7.939044300365923 46.612905204280800,7.944808067006543 46.612503797155846))"
799,"POLYGON ((7.959867842840319 46.582348309061480,7.961200215069873 46.587104990314678,7.955439410915358 46.587507049942310,7.954107977889320 46.582750238685314,7.959867842840319 46.582348309061480))"
800,"POLYGON ((7.965628141577896 46.581946054096292,7.966961453027815 46.586702605243175,7.961200215069873 46.587104990314678,7.959867842840319 46.582348309061480,7.965628141577896 46.581946054096292))"
801,"POLYGON ((7.913801082674530 46.585554641907123,7.915125941754289 46.590312360321605,7.909368613778950 46.590711818719285,7.908044693765131 46.585953971120567,7.913801082674530 46.585554641907123))"
802,"POLYGON ((7.912476581415030 46.580797358237540,7.913801082674530 46.585554641907123,7.908044693765131 46.585953971120567,7.906721131330239 46.581196558310502,7.912476581415030 46.580797358237540))"
803,"POLYGON ((7.901430454667358 46.562171255787725,7.902752588142664 46.566926929027836,7.897000388237187 46.567325417590020,7.895679192604351 46.562569615486524,7.901430454667358 46.562171255787725))"
804,"POLYGON ((7.895679192604351 46.562569615486524,7.897000388237187 46.567325417590020,7.891248623643371 46.567723581865003,7.889928365835286 46.562967651000335,7.895679192604351 46.562569615486524))"
805,"POLYGON ((7.904935059482818 46.595869363724979,7.906258755530432 46.600628209945441,7.900500419409579 46.601027276771191,7.899177662875757 46.596268301483818,7.904935059482818 46.595869363724979))"
806,"POLYGON ((7.919102667273730 46.604588123617880,7.920428958993477 46.609347580595148,7.914667872339381 46.609747556167591,7.913342520651744 46.604987969830930,7.919102667273730 46.604588123617880))"
807,"POLYGON ((7.896826251912558 46.693533097209780,7.898151462829762 46.698301407715888,7.892376903649254 46.698701104094205,7.891052636990183 46.693932664261879,7.896826251912558 46.693533097209780))"
808,"POLYGON ((7.901274507492795 46.688365456640902,7.902600303564582 46.693133203591572,7.896826251912558 46.693533097209780,7.895501399873130 46.688765220873734,7.901274507492795 46.688365456640902))"
809,"POLYGON ((7.846698743435151 46.682415075832196,7.848015330403126 46.687183114378890,7.842247102595111 46.687579814371325,7.840931459011455 46.682811647452588,7.846698743435151 46.682415075832196))"
810,"POLYGON ((7.859553099789300 46.686388736810763,7.860871930725776 46.691156952822190,7.855101883460263 46.691554433179761,7.853783996187889 46.686786088547095,7.859553099789300 46.686388736810763))"
811,"POLYGON ((7.865322641047205 46.685991059104744,7.866642415665869 46.690759146392075,7.860871930725776 46.691156952822190,7.859553099789300 46.686388736810763,7.865322641047205 46.685991059104744))"
812,"POLYGON ((7.718898892331837 46.579518037526739,7.720191373328963 46.584278220110590,7.714452244501293 46.584666489249145,7.713160700983592 46.579906181022544,7.718898892331837 46.579518037526739))"
813,"POLYGON ((7.694194815833699 46.639389803275236,7.695484916679340 46.644156099619366,7.689737606959353 46.644543616417835,7.688448446359563 46.639777194633325,7.694194815833699 46.639389803275236))"
814,"POLYGON ((7.658367720361245 46.593293460019325,7.659650583906144 46.598055892561192,7.653914432801778 46.598440869024614,7.652632506994948 46.593678311874086,7.658367720361245 46.593293460019325))"
815,"POLYGON ((7.662819921566673 46.588146415250307,7.664103375711280 46.592908286403308,7.658367720361245 46.593293460019325,7.657085203733456 46.588531464198283,7.662819921566673 46.588146415250307))"
816,"POLYGON ((7.707822571574932 46.711319297287417,7.709116982683538 46.716092256814882,7.703355982114449 46.716481335722655,7.702062514885018 46.711708250217264,7.707822571574932 46.711319297287417))"
817,"POLYGON ((7.702062514885018 46.711708250217264,7.703355982114449 46.716481335722655,7.697595423746239 46.716870090083042,7.696302900375821 46.712096878702255,7.702062514885018 46.711708250217264))"
818,"POLYGON ((7.689845538053909 46.688237357269898,7.691136310359353 46.693008390020381,7.685380911103431 46.693396191461467,7.684091081416496 46.688625033151354,7.689845538053909 46.688237357269898))"
819,"POLYGON ((7.688555115561112 46.683466760371118,7.689845538053909 46.688237357269898,7.684091081416496 46.688625033151354,7.682801601298415 46.683854310735541,7.688555115561112 46.683466760371118))"
820,"POLYGON ((7.675846713233755 46.723196012994876,7.677136160777530 46.727970598351412,7.671375927549059 46.728357981815755,7.670087424251225 46.723583271011165,7.675846713233755 46.723196012994876))"
821,"POLYGON ((7.677136160777530 46.727970598351412,7.678425958224627 46.732745619394500,7.672664780505647 46.733133128349479,7.671375927549059 46.728357981815755,7.677136160777530 46.727970598351412))"
822,"POLYGON ((7.633003036904906 46.760108798378553,7.634286423682931 46.764887560675291,7.628523569653463 46.765272900166465,7.627241128648553 46.760494013047435,7.633003036904906 46.760108798378553))"
823,"POLYGON ((7.637481405923222 46.754945057667229,7.638765389751118 46.759723259265471,7.633003036904906 46.760108798378553,7.631719998625913 46.755330471897800,7.637481405923222 46.754945057667229))"
824,"POLYGON ((8.314658052074545 47.054152509376067,8.316063534556124 47.058948217412492,8.310189651934113 47.059376249918458,8.308785134180786 47.054580403378679,8.314658052074545 47.054152509376067))"
825,"POLYGON ((8.308785134180786 47.054580403378679,8.310189651934113 47.059376249918458,8.304316198629257 47.059803943992648,8.302912645592700 47.055007959055956,8.308785134180786 47.054580403378679))"
826,"POLYGON ((8.336745056049951 47.047642823850545,8.338154013307921 47.052437548811916,8.332279379890798 47.052866796765969,8.330871387157368 47.048071932922369,8.336745056049951 47.047642823850545))"
827,"POLYGON ((8.436299690494730 47.079518519175465,8.437726224901644 47.084314565093798,8.431837456128225 47.084750025164325,8.430411888393742 47.079953838384775,8.436299690494730 47.079518519175465))"
828,"POLYGON ((8.540427016322699 47.366701593461045,8.541880112520042 47.371522735714521,8.535931605391703 47.371967776285508,8.534479490992238 47.367146489956475,8.540427016322699 47.366701593461045))"
829,"POLYGON ((8.538837030594935 47.381611620467623,8.540290341706166 47.386434178219240,8.534339313830502 47.386879303895263,8.532886985272643 47.382056602030985,8.538837030594935 47.381611620467623))"
830,"POLYGON ((8.531435055517948 47.377234323972225,8.532886985272643 47.382056602030985,8.526937366291996 47.382501236354869,8.525486418828395 47.377678814341280,8.531435055517948 47.377234323972225))"
831,"POLYGON ((8.532886985272643 47.382056602030985,8.534339313830502 47.386879303895263,8.528388712304228 47.387324082222676,8.526937366291996 47.382501236354869,8.532886985272643 47.382056602030985))"
832,"POLYGON ((8.526937366291996 47.382501236354869,8.528388712304228 47.387324082222676,8.522438537304245 47.387768513266998,8.520988173829810 47.382945523504780,8.526937366291996 47.382501236354869))"
833,"POLYGON ((8.525486418828395 47.377678814341280,8.526937366291996 47.382501236354869,8.520988173829810 47.382945523504780,8.519538208649440 47.378122957645431,8.525486418828395 47.377678814341280))"
834,"POLYGON ((8.523889299226326 47.392591926881359,8.525340459749703 47.397415764297044,8.519388745628953 47.397860135840382,8.517938568144912 47.393036154542095,8.523889299226326 47.392591926881359))"
835,"POLYGON ((8.516488789007397 47.388212597093784,8.517938568144912 47.393036154542095,8.511988263951388 47.393480034941732,8.510539467590469 47.388656333768594,8.516488789007397 47.388212597093784))"
836,"POLYGON ((7.825677907040199 47.250601332941926,7.827007630714252 47.255423450955234,7.821141572796676 47.255825232922135,7.819812820815240 47.251002984580104,7.825677907040199 47.250601332941926))"
837,"POLYGON ((7.831543438237230 47.250199345435782,7.832874133621865 47.255021333014120,7.827007630714252 47.255423450955234,7.825677907040199 47.250601332941926,7.831543438237230 47.250199345435782))"
838,"POLYGON ((7.832874133621865 47.255021333014120,7.834205194512621 47.259843751278382,7.828337719640173 47.260245999698796,7.827007630714252 47.255423450955234,7.832874133621865 47.255021333014120))"
839,"POLYGON ((7.834205194512621 47.259843751278382,7.835536621050728 47.264666600181300,7.829668173959101 47.265068979125331,7.828337719640173 47.260245999698796,7.834205194512621 47.259843751278382))"
840,"POLYGON ((7.835536621050728 47.264666600181300,7.836868413377492 47.269489879675525,7.830998993812250 47.269892389187518,7.829668173959101 47.265068979125331,7.835536621050728 47.264666600181300))"
841,"POLYGON ((8.559219770504498 47.449165967678013,8.560678684611826 47.453994452668610,8.554713874216237 47.454441601048096,8.553255946234680 47.449612971260827,8.559219770504498 47.449165967678013))"
842,"POLYGON ((8.620738154301259 47.672166996571328,8.622214695204661 47.677015032080092,8.616204671760361 47.677468540371265,8.614729128838682 47.672620357906290,8.620738154301259 47.672166996571328))"
843,"POLYGON ((8.626646768493915 47.691561662101925,8.628124943645323 47.696411379761663,8.622110925672949 47.696865476375194,8.620633749543918 47.692015611560215,8.626646768493915 47.691561662101925))"
844,"POLYGON ((8.632660214219415 47.691107358349171,8.634139388398962 47.695956928742277,8.628124943645323 47.696411379761663,8.626646768493915 47.691561662101925,8.632660214219415 47.691107358349171))"
845,"POLYGON ((8.634139388398962 47.695956928742277,8.635618971797555 47.700806919488627,8.629603527755416 47.701261517824470,8.628124943645323 47.696411379761663,8.634139388398962 47.695956928742277))"
846,"POLYGON ((7.590169852780356 47.552217074969469,7.591468732074788 47.557070991807748,7.585569760554388 47.557462371204949,7.584271866855309 47.552608327160399,7.590169852780356 47.552217074969469))"
847,"POLYGON ((7.596068293725790 47.551825484348448,7.597368158636540 47.556679273873009,7.591468732074788 47.557070991807748,7.590169852780356 47.552217074969469,7.596068293725790 47.551825484348448))"
848,"POLYGON ((7.601967189522462 47.551433555227739,7.603268040070407 47.556287217331111,7.597368158636540 47.556679273873009,7.596068293725790 47.551825484348448,7.601967189522462 47.551433555227739))"
849,"POLYGON ((7.539673706216360 47.206006139704598,7.540954168460901 47.210828513379639,7.535121360474998 47.211213286309288,7.533841865698435 47.206390787730669,7.539673706216360 47.206006139704598))"
850,"POLYGON ((7.545505999064801 47.205621160309605,7.546787428799278 47.210443408975976,7.540954168460901 47.210828513379639,7.539673706216360 47.206006139704598,7.545505999064801 47.205621160309605))"
851,"POLYGON ((7.538393595593068 47.201184199408225,7.539673706216360 47.206006139704598,7.533841865698435 47.206390787730669,7.532562722289082 47.201568722573221,7.538393595593068 47.201184199408225))"
852,"POLYGON ((8.552323344701716 47.365810759275291,8.553778404517722 47.370631613050470,8.547829045620984 47.371077347991310,8.546374967618100 47.366256349922445,8.552323344701716 47.365810759275291))"
853,"POLYGON ((8.549414422993252 47.356170323063537,8.550868684244831 47.360990329262762,8.544921288720186 47.361435775665015,8.543468008773523 47.356615625269662,8.549414422993252 47.356170323063537))"
854,"POLYGON ((8.544921288720186 47.361435775665015,8.546374967618100 47.366256349922445,8.540427016322699 47.366701593461045,8.538974318976148 47.361880875067747,8.544921288720186 47.361435775665015))"
855,"POLYGON ((9.420468170799385 47.282602242704563,9.422065303488967 47.287399603420347,9.416058650411017 47.287896239877142,9.414462498972670 47.283098718969242,9.420468170799385 47.282602242704563))"
856,"POLYGON ((9.340400312531123 47.171031749979065,9.341980208917777 47.175820211931935,9.335999837720163 47.176310545272131,9.334420916658278 47.171521925182489,9.340400312531123 47.171031749979065))"
857,"POLYGON ((9.338820846067135 47.166243706086121,9.340400312531123 47.171031749979065,9.334420916658278 47.171521925182489,9.332842425271815 47.166733723205866,9.338820846067135 47.166243706086121))"
858,"POLYGON ((9.343219655942125 47.160965868398563,9.344799667474014 47.165753336039479,9.338820846067135 47.166243706086121,9.337241809362176 47.161456080304838,9.343219655942125 47.160965868398563))"
859,"POLYGON ((8.952181534511123 46.004455589195167,8.952919909336838 46.006797662378666,8.950046871972727 46.007023798078812,8.949308726335262 46.004681688549567,8.952181534511123 46.004455589195167))"
860,"POLYGON ((9.193504261285678 46.295819240942343,9.194267059160156 46.298173247824089,9.191359229002146 46.298408301947688,9.190596664038868 46.296054257275202,9.193504261285678 46.295819240942343))"
861,"POLYGON ((9.852345189709357 46.718847359032829,9.853169207547664 46.721215336396270,9.850198284695495 46.721472834763787,9.849374505445070 46.719104816037394,9.852345189709357 46.718847359032829))"
862,"POLYGON ((9.851521282473124 46.716479485772695,9.852345189709357 46.718847359032829,9.849374505445070 46.719104816037394,9.848550836767147 46.716736901421235,9.851521282473124 46.716479485772695))"
863,"POLYGON ((9.850198284695495 46.721472834763787,9.851022174539132 46.723840957594199,9.848051108460275 46.724098409711097,9.847227457235293 46.721730245524363,9.850198284695495 46.721472834763787))"
864,"POLYGON ((9.847227457235293 46.721730245524363,9.848051108460275 46.724098409711097,9.845080137794767 46.724355774214764,9.844256725189631 46.721987568685222,9.847227457235293 46.721730245524363))"
865,"POLYGON ((9.644351226532402 46.753759449919194,9.645158823135562 46.756131102891572,9.642193154553260 46.756382595042993,9.641385796819124 46.754010901632157,9.644351226532402 46.753759449919194))"
866,"POLYGON ((9.614957364498038 46.766009641886143,9.615762766829398 46.768382157385439,9.612797210704265 46.768632852220271,9.611992047370078 46.766260296403871,9.614957364498038 46.766009641886143))"
867,"POLYGON ((9.615762766829398 46.768382157385439,9.616568277544822 46.770754777480789,9.613602482392691 46.771005512639455,9.612797210704265 46.768632852220271,9.615762766829398 46.768382157385439))"
868,"POLYGON ((9.403191324443902 46.971978382801133,9.403982928626828 46.974362634189994,9.401007915155361 46.974608371073600,9.400216552346853 46.972224080097902,9.403191324443902 46.971978382801133))"
869,"POLYGON ((9.399425296666690 46.969839893868560,9.400216552346853 46.972224080097902,9.397241879510641 46.972469689902034,9.396450865174970 46.970085464106091,9.399425296666690 46.969839893868560))"
870,"POLYGON ((8.804834724963920 46.585703177437310,8.805570513294850 46.588074559895368,8.802653844109734 46.588300082190301,8.801918291774747 46.585928663376670,8.804834724963920 46.585703177437310))"
871,"POLYGON ((8.804099035600046 46.583331901775502,8.804834724963920 46.585703177437310,8.801918291774747 46.585928663376670,8.801182838376997 46.583557351365428,8.804099035600046 46.583331901775502))"
872,"POLYGON ((8.850494028505324 46.693987709647516,8.851235339051186 46.696363851968961,8.848307371194393 46.696591391481533,8.847566298024013 46.694215212469089,8.850494028505324 46.693987709647516))"
873,"POLYGON ((8.849752817909218 46.691611673837912,8.850494028505324 46.693987709647516,8.847566298024013 46.694215212469089,8.846825324773343 46.691839139974661,8.849752817909218 46.691611673837912))"
874,"POLYGON ((8.852680413624512 46.691384123151153,8.853421861566630 46.693760122262731,8.850494028505324 46.693987709647516,8.849752817909218 46.691611673837912,8.852680413624512 46.691384123151153))"
875,"POLYGON ((8.853421861566630 46.693760122262731,8.854163409488551 46.696136227879968,8.851235339051186 46.696363851968961,8.850494028505324 46.693987709647516,8.853421861566630 46.693760122262731))"
876,"POLYGON ((8.853459870576112 46.703492917947102,8.854201581109823 46.705869486258671,8.851272663450533 46.706097172597033,8.850531190412541 46.703720567569746,8.853459870576112 46.703492917947102))"
877,"POLYGON ((8.643187382930481 46.878109077516186,8.643914565554189 46.880495770703256,8.640979260517254 46.880718364087002,8.640252317295712 46.878331634951870,8.643187382930481 46.878109077516186))"
878,"POLYGON ((8.646122553072582 46.877886435289895,8.646849975099340 46.880273092515601,8.643914565554189 46.880495770703256,8.643187382930481 46.878109077516186,8.646122553072582 46.877886435289895))"
879,"POLYGON ((8.646849975099340 46.880273092515601,8.647577495756147 46.882659856381508,8.644641846777374 46.882882570536573,8.643914565554189 46.880495770703256,8.646849975099340 46.880273092515601))"
880,"POLYGON ((8.609006086625858 46.993142661710323,8.609732285792356 46.995535084406228,8.606788345662560 46.995757375573703,8.606062387289953 46.993364916957113,8.609006086625858 46.993142661710323))"
881,"POLYGON ((8.567420708659544 46.618381381789213,8.568137491405032 46.620756380902833,8.565227997993672 46.620975174789550,8.564511451350510 46.618600140369686,8.567420708659544 46.618381381789213))"
882,"POLYGON ((8.590590510168616 46.645791282802954,8.591309635812204 46.648167391570304,8.588396785076570 46.648387027341620,8.587677895900915 46.646010883131105,8.590590510168616 46.645791282802954))"
883,"POLYGON ((8.334269893596446 46.572565707717992,8.334966760162500 46.574940482358379,8.332071174867570 46.575152237102188,8.331374543529018 46.572777428269660,8.334269893596446 46.572565707717992))"
884,"POLYGON ((8.331374543529018 46.572777428269660,8.332071174867570 46.575152237102188,8.329175695466601 46.575363909395662,8.328479299354068 46.572989066383933,8.331374543529018 46.572777428269660))"
885,"POLYGON ((8.330678006068318 46.570402727282385,8.331374543529018 46.572777428269660,8.328479299354068 46.572989066383933,8.327782997089397 46.570614331223226,8.330678006068318 46.570402727282385))"
886,"POLYGON ((6.626989877045617 46.519845785418383,6.627544866209888 46.522230779714839,6.624730186430877 46.522394034369064,6.624175428750464 46.520009013576022,6.626989877045617 46.519845785418383))"
887,"POLYGON ((6.629249296855966 46.517297623853267,6.629804442265152 46.519682480466479,6.626989877045617 46.519845785418383,6.626434963094236 46.517460902300876,6.629249296855966 46.517297623853267))"
888,"POLYGON ((6.632063747519684 46.517134268615095,6.632619124390930 46.519519098711775,6.629804442265152 46.519682480466479,6.629249296855966 46.517297623853267,6.632063747519684 46.517134268615095))"
889,"POLYGON ((6.634878315067255 46.516970836577840,6.635433923404811 46.519355640145754,6.632619124390930 46.519519098711775,6.632063747519684 46.517134268615095,6.634878315067255 46.516970836577840))"
890,"POLYGON ((6.635433923404811 46.519355640145754,6.635989607046199 46.521740554879024,6.633174576535695 46.521904039978352,6.632619124390930 46.519519098711775,6.635433923404811 46.519355640145754))"
891,"POLYGON ((6.666429447304656 46.505466832831999,6.666987531042349 46.507850872609310,6.664172256673759 46.508015146900391,6.663614404331890 46.505631080465520,6.666429447304656 46.505466832831999))"
892,"POLYGON ((6.630953219540220 46.512364941950011,6.631508445907576 46.514749549692965,6.628694226675608 46.514912878419125,6.628139231709699 46.512528244168678,6.630953219540220 46.512364941950011))"
893,"POLYGON ((6.241531308090030 46.382282202160972,6.242052711832609 46.384663030296075,6.239267965403420 46.384815112440791,6.238746790583071 46.382434259610882,6.241531308090030 46.382282202160972))"
894,"POLYGON ((6.244315944442699 46.382130069785717,6.244837577112351 46.384510873214040,6.242052711832609 46.384663030296075,6.241531308090030 46.382282202160972,6.244315944442699 46.382130069785717))"
895,"POLYGON ((6.247100699623659 46.381977862476532,6.247622561225223 46.384358641186090,6.244837577112351 46.384510873214040,6.244315944442699 46.382130069785717,6.247100699623659 46.381977862476532))"
896,"POLYGON ((6.152625031937943 46.218746643033342,6.153137222506215 46.221120080746807,6.150370683323185 46.221269038049350,6.149858719493799 46.218895576159383,6.152625031937943 46.218746643033342))"
897,"POLYGON ((6.151600857859673 46.214000104814659,6.152112910393472 46.216373317721235,6.149346824658542 46.216522226674911,6.148834998804293 46.214148989600112,6.151600857859673 46.214000104814659))"
898,"POLYGON ((6.150576959771599 46.209254016234766,6.151088874323424 46.211627004317783,6.148323241917927 46.211775864939121,6.147811553986334 46.209402852696130,6.150576959771599 46.209254016234766))"
899,"POLYGON ((6.153342484366918 46.209105105890309,6.153854625543937 46.211478069801537,6.151088874323424 46.211627004317783,6.150576959771599 46.209254016234766,6.153342484366918 46.209105105890309))"
900,"POLYGON ((6.147299934996397 46.207029952875288,6.147811553986334 46.209402852696130,6.145046267028166 46.209551615282926,6.144534874623838 46.207178691318035,6.147299934996397 46.207029952875288))"
901,"POLYGON ((6.145046267028166 46.209551615282926,6.145557728344500 46.211924651674089,6.142792333620173 46.212073364531200,6.142281098914129 46.209700304003675,6.145046267028166 46.209551615282926))"
902,"POLYGON ((6.144023551118411 46.204805879783578,6.144534874623838 46.207178691318035,6.141769933090436 46.207327355906543,6.141258836135999 46.204954520243973,6.144023551118411 46.204805879783578))"
903,"POLYGON ((6.143512296498785 46.202433180683713,6.144023551118411 46.204805879783578,6.141258836135999 46.204954520243973,6.140747808037720 46.202581797020109,6.143512296498785 46.202433180683713))"
904,"POLYGON ((6.143001110751860 46.200060594022588,6.143512296498785 46.202433180683713,6.140747808037720 46.202581797020109,6.140236848782505 46.200209186239114,6.143001110751860 46.200060594022588))"
905,"POLYGON ((6.151294609537225 46.199614374425813,6.151806474789126 46.201986888656556,6.149041629891514 46.202135726510456,6.148529991146241 46.199763188124450,6.151294609537225 46.199614374425813))"
906,"POLYGON ((6.151806474789126 46.201986888656556,6.152318409002631 46.204359515313655,6.149553337568759 46.204508377326938,6.149041629891514 46.202135726510456,6.151806474789126 46.201986888656556))"
907,"POLYGON ((6.149553337568759 46.204508377326938,6.150065114191083 46.206881140569770,6.147299934996397 46.207029952875288,6.146788384935008 46.204657165480747,6.149553337568759 46.204508377326938))"
908,"POLYGON ((6.158361364537509 46.206434260391376,6.158873889919542 46.208807063518016,6.156108127755248 46.208956121654225,6.155595828978679 46.206583294336333,6.158361364537509 46.206434260391376))"
909,"POLYGON ((6.166658683669557 46.205986715141343,6.167171888897688 46.208359445623344,6.164405770507816 46.208508725511095,6.163892791899998 46.206135970802400,6.166658683669557 46.205986715141343))"
910,"POLYGON ((6.559522644205778 46.909548896862375,6.560076783176383 46.911952986372228,6.557231404759676 46.912116192645293,6.556677501929636 46.909712076599234,6.559522644205778 46.909548896862375))"
911,"POLYGON ((6.556677501929636 46.909712076599234,6.557231404759676 46.912116192645293,6.554386144988709 46.912279320628762,6.553832478294852 46.909875178059004,6.556677501929636 46.909712076599234))"
912,"POLYGON ((6.634051117947370 46.919866127967104,6.634611621802305 46.922270213156224,6.631761865166415 46.922435540706061,6.631201597747635 46.920031428640215,6.634051117947370 46.919866127967104))"
913,"POLYGON ((6.634611621802305 46.922270213156224,6.635172202368885 46.924674408852852,6.632322209265568 46.924839763284012,6.631761865166415 46.922435540706061,6.634611621802305 46.922270213156224))"
914,"POLYGON ((6.840191107837601 46.946718558665040,6.840769199522346 46.949122521353701,6.837907540599472 46.949293736788057,6.837329686133986 46.946889746278629,6.840191107837601 46.946718558665040))"
915,"POLYGON ((6.837907540599472 46.949293736788057,6.838485474144509 46.951697837405149,6.835623694938034 46.951869001265976,6.835045998639625 46.949464872836010,6.837907540599472 46.949293736788057))"
916,"POLYGON ((6.837329686133986 46.946889746278629,6.837907540599472 46.949293736788057,6.835045998639625 46.949464872836010,6.834468381389466 46.947060854518448,6.837329686133986 46.946889746278629))"
917,"POLYGON ((6.850512722239757 46.953416487206795,6.851091763265888 46.955820696607525,6.848229041687665 46.955992233858005,6.847650237986461 46.953587996584254,6.850512722239757 46.953416487206795))"
918,"POLYGON ((6.849933760448936 46.951012387884312,6.850512722239757 46.953416487206795,6.847650237986461 46.953587996584254,6.847071513489259 46.951183869393510,6.849933760448936 46.951012387884312))"
919,"POLYGON ((6.852796124299140 46.950840826941310,6.853375323387490 46.953244898382877,6.850512722239757 46.953416487206795,6.849933760448936 46.951012387884312,6.852796124299140 46.950840826941310))"
920,"POLYGON ((7.019501329193777 47.155792430254515,7.020097168787347 47.158205025274860,7.017208888882279 47.158382316284552,7.016613289512123 47.155969692446604,7.019501329193777 47.155792430254515))"
921,"POLYGON ((7.020097168787347 47.158205025274860,7.020693090280258 47.160617729704924,7.017804570120004 47.160795049537143,7.017208888882279 47.158382316284552,7.020097168787347 47.158205025274860))"
922,"POLYGON ((6.965098356666448 47.137082069830306,6.965689381436513 47.139494167314822,6.962805244168388 47.139669826680141,6.962214459273501 47.137257700640859,6.965098356666448 47.137082069830306))"
923,"POLYGON ((6.967982370787131 47.136906358369338,6.968573635436091 47.139318427286241,6.965689381436513 47.139494167314822,6.965098356666448 47.137082069830306,6.967982370787131 47.136906358369338))"
924,"POLYGON ((7.249690158000785 47.136528380696994,7.250305057983581 47.138938410423506,7.247408007090396 47.139122143406368,7.246793347542617 47.136712083837999,7.249690158000785 47.136528380696994))"
925,"POLYGON ((7.246793347542617 47.136712083837999,7.247408007090396 47.139122143406368,7.244511071055037 47.139305794802176,7.243896651939031 47.136895705404918,7.246793347542617 47.136712083837999))"
926,"POLYGON ((7.243282317148120 47.134485725043938,7.243896651939031 47.136895705404918,7.241000071209984 47.137079245406362,7.240385976815927 47.134669235234547,7.243282317148120 47.134485725043938))"
927,"POLYGON ((7.254790507433553 47.168051360637854,7.255406265105321 47.170462837105845,7.252506200572830 47.170646876740079,7.251890683744994 47.168235370377040,7.254790507433553 47.168051360637854))"
928,"POLYGON ((7.257074532100791 47.165455931549623,7.257690446018821 47.167867269155842,7.254790507433553 47.168051360637854,7.254174834330953 47.165639993128700,7.257074532100791 47.165455931549623))"
929,"POLYGON ((7.259358274623669 47.162860589496013,7.259974344744086 47.165271788232069,7.257074532100791 47.165455931549623,7.256458702767301 47.163044702902738,7.259358274623669 47.162860589496013))"
930,"POLYGON ((7.248022751011247 47.141532312000393,7.248637579321489 47.143942589614511,7.245740162327570 47.144126300683340,7.245125574512445 47.141715993230171,7.248022751011247 47.141532312000393))"
931,"POLYGON ((7.250920042371122 47.141348549170594,7.251535111179729 47.143758796932687,7.248637579321489 47.143942589614511,7.248022751011247 47.141532312000393,7.250920042371122 47.141348549170594))"
932,"POLYGON ((7.251535111179729 47.143758796932687,7.252150264425731 47.146169153704243,7.249252492037447 47.146352976243186,7.248637579321489 47.143942589614511,7.251535111179729 47.143758796932687))"
933,"POLYGON ((7.263924913432800 47.157670166575187,7.264541295826431 47.160081087545784,7.261641735051305 47.160265334497659,7.261025593387605 47.157854383600437,7.263924913432800 47.157670166575187))"
934,"POLYGON ((7.266207809817249 47.155075085749210,7.266824348281728 47.157485867824526,7.263924913432800 47.157670166575187,7.263308615669759 47.155259354565352,7.266207809817249 47.155075085749210))"
935,"POLYGON ((7.266824348281728 47.157485867824526,7.267440971408509 47.159896758855517,7.264541295826431 47.160081087545784,7.263924913432800 47.157670166575187,7.266824348281728 47.157485867824526))"
936,"POLYGON ((7.266640848681256 47.145248816317952,7.267257289238119 47.147659132587741,7.264358702233885 47.147843393313046,7.263742502254896 47.145433047116171,7.266640848681256 47.145248816317952))"
937,"POLYGON ((7.446672670868839 46.942953665337008,7.447301382335191 46.945353091185623,7.444412481224562 46.945541433136739,7.443784008128366 46.943141976740399,7.446672670868839 46.942953665337008))"
938,"POLYGON ((7.444412481224562 46.945541433136739,7.445041040118420 46.947940998532559,7.442152013564298 46.948129289676636,7.441523693068818 46.945729693740802,7.444412481224562 46.945541433136739))"
