ID,WKT
67,"POLYGON ((10.107081896977640 46.223051840261355,10.133878241749626 46.298040707376543,10.039670107886302 46.306411348326172,10.013112578402845 46.231379681880959,10.107081896977640 46.223051840261355))"
68,"POLYGON ((9.027488252655441 45.852315624453162,9.051280684106137 45.927056629787316,8.959478407617341 45.934327236853726,8.935919359360938 45.859548953966261,9.027488252655441 45.852315624453162))"
69,"POLYGON ((8.935919359360938 45.859548953966261,8.959478407617341 45.934327236853726,8.867778507399411 45.941514469123561,8.844452822672201 45.866699322341717,8.935919359360938 45.859548953966261))"
70,"POLYGON ((9.767305744567400 46.640883149040718,9.793460729523648 46.716618413233817,9.698527496824488 46.724756553235480,9.672616273914381 46.648979546876781,9.767305744567400 46.640883149040718))"
71,"POLYGON ((9.862093351031069 46.632697671836908,9.888492063376068 46.708390752550592,9.793460729523648 46.716618413233817,9.767305744567400 46.640883149040718,9.862093351031069 46.632697671836908))"
72,"POLYGON ((9.793460729523648 46.716618413233817,9.819728332426662 46.792460432020810,9.724550366625049 46.800640538112795,9.698527496824488 46.724756553235480,9.793460729523648 46.716618413233817))"
73,"POLYGON ((9.915004362265206 46.784190361747882,9.941630930561736 46.860096294078240,9.846109231080368 46.868409001266784,9.819728332426662 46.792460432020810,9.915004362265206 46.784190361747882))"
74,"POLYGON ((9.724550366625049 46.800640538112795,9.750685556024823 46.876631298579809,9.655360651932760 46.884763425676660,9.629471205861053 46.808730919037025,9.724550366625049 46.800640538112795))"
75,"POLYGON ((9.414323744333057 46.748636241400021,9.439612246952148 46.824643470120961,9.344833914247738 46.832466126943302,9.319790238444844 46.756418699476335,9.414323744333057 46.748636241400021))"
76,"POLYGON ((9.585889963787032 46.968986447943749,9.611756365859899 47.045274080557789,9.516136669188869 47.053308969715680,9.490518044470486 46.976980038398317,9.585889963787032 46.968986447943749))"
77,"POLYGON ((9.490518044470486 46.976980038398317,9.516136669188869 47.053308969715680,9.420617920999730 47.061253525449700,9.395247095899164 46.984883742873031,9.490518044470486 46.976980038398317))"
78,"POLYGON ((9.369985981045563 46.908621208528224,9.395247095899164 46.984883742873031,9.300077856770114 46.992697808669860,9.275063559674203 46.916395086256280,9.369985981045563 46.908621208528224))"
79,"POLYGON ((9.319790238444844 46.756418699476335,9.344833914247738 46.832466126943302,9.250157317419845 46.840200031889928,9.225358478247204 46.764112845765744,9.319790238444844 46.756418699476335))"
80,"POLYGON ((8.847455267666241 46.482941374270297,8.871108145404344 46.558709308435347,8.777819063697693 46.565939895346894,8.754407075606830 46.490134765469527,8.847455267666241 46.482941374270297))"
81,"POLYGON ((8.754407075606830 46.490134765469527,8.777819063697693 46.565939895346894,8.684635225037111 46.573084716439126,8.661464101722173 46.497242818376414,8.754407075606830 46.490134765469527))"
82,"POLYGON ((9.012598693614905 46.703180290412675,9.036803067133519 46.779237191895163,8.942680843844105 46.786667890276320,8.918720314936197 46.710572752320857,9.012598693614905 46.703180290412675))"
83,"POLYGON ((9.082237864552971 46.619790937190466,9.106580956043151 46.695700697721442,9.012598693614905 46.703180290412675,8.988498473548443 46.627232065207856,9.082237864552971 46.619790937190466))"
84,"POLYGON ((8.872482724032798 46.870253108671058,8.896405656410687 46.946603646087183,8.802002732098353 46.953935310396069,8.778325603005209 46.877547000377753,8.872482724032798 46.870253108671058))"
85,"POLYGON ((8.966745168313073 46.862871719241795,8.990913919054794 46.939184045579672,8.896405656410687 46.946603646087183,8.872482724032798 46.870253108671058,8.966745168313073 46.862871719241795))"
86,"POLYGON ((8.848663221459791 46.794011273919530,8.872482724032798 46.870253108671058,8.778325603005209 46.877547000377753,8.754750905229029 46.801267596105795,8.848663221459791 46.794011273919530))"
87,"POLYGON ((8.542472992386594 47.052013574495383,8.565613533580127 47.128731006222061,8.471144633014832 47.135786147293096,8.448251810156407 47.059032296901030,8.542472992386594 47.052013574495383))"
88,"POLYGON ((8.590330155697048 46.891873314868199,8.613515744958884 46.968335857927691,8.519433096575820 46.975405258860853,8.496493233154405 46.898906253690107,8.590330155697048 46.891873314868199))"
89,"POLYGON ((8.450911175513603 46.746236936681463,8.473652793939669 46.822516750242841,8.380168685344744 46.829427390640269,8.357670749627953 46.753111937506191,8.450911175513603 46.746236936681463))"
90,"POLYGON ((8.428267779177384 46.670066998085780,8.450911175513603 46.746236936681463,8.357670749627953 46.753111937506191,8.335270040966630 46.676906551452021,8.428267779177384 46.670066998085780))"
91,"POLYGON ((8.521373527741288 46.663142271204407,8.544259653647609 46.739276333814423,8.450911175513603 46.746236936681463,8.428267779177384 46.670066998085780,8.521373527741288 46.663142271204407))"
92,"POLYGON ((8.731278018883755 46.725097288996487,8.754750905229029 46.801267596105795,8.660944596940661 46.808437111690154,8.637715497959483 46.732229870288791,8.731278018883755 46.725097288996487))"
93,"POLYGON ((8.707906328911571 46.649036267364771,8.731278018883755 46.725097288996487,8.637715497959483 46.732229870288791,8.614586605773315 46.656132113051797,8.707906328911571 46.649036267364771))"
94,"POLYGON ((8.614586605773315 46.656132113051797,8.637715497959483 46.732229870288791,8.544259653647609 46.739276333814423,8.521373527741288 46.663142271204407,8.614586605773315 46.656132113051797))"
95,"POLYGON ((8.661464101722173 46.497242818376414,8.684635225037111 46.573084716439126,8.591557315494411 46.580144024125083,8.568627026936776 46.504265784589116,8.661464101722173 46.497242818376414))"
96,"POLYGON ((8.360921005565636 46.442218236960997,8.383273281305543 46.518057470785962,8.290757955202984 46.524826701378764,8.268645414735770 46.448952590154434,8.360921005565636 46.442218236960997))"
97,"POLYGON ((8.453304470711593 46.435399982792696,8.475896528767215 46.511203917201328,8.383273281305543 46.518057470785962,8.360921005565636 46.442218236960997,8.453304470711593 46.435399982792696))"
98,"POLYGON ((8.916816495650918 46.400041317201634,8.940607993584917 46.475662394692463,8.847455267666241 46.482941374270297,8.823903711169834 46.407282874675261,8.916816495650918 46.400041317201634))"
99,"POLYGON ((9.009833109817857 46.392714349744082,9.033864565673641 46.468297578177882,8.940607993584917 46.475662394692463,8.916816495650918 46.400041317201634,9.009833109817857 46.392714349744082))"
100,"POLYGON ((8.893126675004702 46.324529651658075,8.916816495650918 46.400041317201634,8.823903711169834 46.407282874675261,8.800452869239534 46.331733987867572,8.893126675004702 46.324529651658075))"
101,"POLYGON ((8.869537924481630 46.249127574328575,8.893126675004702 46.324529651658075,8.800452869239534 46.331733987867572,8.777102139872149 46.256294889025611,8.869537924481630 46.249127574328575))"
102,"POLYGON ((8.846049641578887 46.173835258449941,8.869537924481630 46.249127574328575,8.777102139872149 46.256294889025611,8.753850925693110 46.180965750303855,8.846049641578887 46.173835258449941))"
103,"POLYGON ((8.638840446623503 46.112757128528806,8.661756645998855 46.188012345600413,8.569767466600860 46.194975291222995,8.547087325704569 46.119684283368265,8.638840446623503 46.112757128528806))"
104,"POLYGON ((8.730698633913152 46.105746740848012,8.753850925693110 46.180965750303855,8.661756645998855 46.188012345600413,8.638840446623503 46.112757128528806,8.730698633913152 46.105746740848012))"
105,"POLYGON ((8.822661228411924 46.098652874244138,8.846049641578887 46.173835258449941,8.753850925693110 46.180965750303855,8.730698633913152 46.105746740848012,8.822661228411924 46.098652874244138))"
106,"POLYGON ((8.914727567667969 46.091475284088588,8.938352126244570 46.166620624623214,8.846049641578887 46.173835258449941,8.822661228411924 46.098652874244138,8.914727567667969 46.091475284088588))"
107,"POLYGON ((7.108065766106729 45.911796101862429,7.126887040610570 45.987120416156685,7.037600675355394 45.992663659611345,7.019010421060186 45.917310732622859,7.108065766106729 45.911796101862429))"
108,"POLYGON ((6.753047738292168 46.317060295376415,6.771098990124891 46.393094884870230,6.681229096762524 46.398388044398850,6.663413059233855 46.322326058586057,6.753047738292168 46.317060295376415))"
109,"POLYGON ((6.663413059233855 46.322326058586057,6.681229096762524 46.398388044398850,6.591478185245574 46.403602927050152,6.573897224908094 46.327513942721680,6.663413059233855 46.322326058586057))"
110,"POLYGON ((6.681229096762524 46.398388044398850,6.699122327626026 46.474563973092572,6.609135354624716 46.479806002036653,6.591478185245574 46.403602927050152,6.681229096762524 46.398388044398850))"
111,"POLYGON ((6.807436502232968 46.545505291903801,6.825723722447417 46.621880804618932,6.735142262682866 46.627257055741204,6.717093224215236 46.550853694545566,6.807436502232968 46.545505291903801))"
112,"POLYGON ((6.717093224215236 46.550853694545566,6.735142262682866 46.627257055741204,6.644680191009272 46.632553823926074,6.626869199740799 46.556123018389250,6.717093224215236 46.550853694545566))"
113,"POLYGON ((6.412335659202610 46.413798972248607,6.429521132709435 46.490055144571372,6.339895059516999 46.495062818414404,6.322945211321700 46.418780692786164,6.412335659202610 46.413798972248607))"
114,"POLYGON ((6.554338110042186 46.637771389878324,6.571987811285969 46.714343018983897,6.481527552626176 46.719508449993825,6.464116618699084 46.642910035436380,6.554338110042186 46.637771389878324))"
115,"POLYGON ((6.644680191009272 46.632553823926074,6.662568802602302 46.709098263561245,6.571987811285969 46.714343018983897,6.554338110042186 46.637771389878324,6.644680191009272 46.632553823926074))"
116,"POLYGON ((6.662568802602302 46.709098263561245,6.680535512485779 46.785756179290907,6.589714602624411 46.791028273167832,6.571987811285969 46.714343018983897,6.662568802602302 46.709098263561245))"
117,"POLYGON ((6.735142262682866 46.627257055741204,6.753269922980389 46.703773900753845,6.662568802602302 46.709098263561245,6.644680191009272 46.632553823926074,6.735142262682866 46.627257055741204))"
118,"POLYGON ((6.825723722447417 46.621880804618932,6.844090565104179 46.698369648735735,6.753269922980389 46.703773900753845,6.735142262682866 46.627257055741204,6.825723722447417 46.621880804618932))"
119,"POLYGON ((6.991337286053379 46.922943974990240,7.010270921977504 46.999855482964996,6.918364010928805 47.005455100906005,6.899673743247255 46.928514557723190,6.991337286053379 46.922943974990240))"
120,"POLYGON ((7.083119491322478 46.917291704521574,7.102296615549294 46.994173760143731,7.010270921977504 46.999855482964996,6.991337286053379 46.922943974990240,7.083119491322478 46.917291704521574))"
121,"POLYGON ((7.102296615549294 46.994173760143731,7.121557906661386 47.071167999006256,7.029287696858238 47.076879335314615,7.010270921977504 46.999855482964996,7.102296615549294 46.994173760143731))"
122,"POLYGON ((7.399075496803009 47.053536013809754,7.419158783440821 47.130550392813078,7.326289868472966 47.136542045750872,7.306452455247130 47.059496620062937,7.399075496803009 47.053536013809754))"
123,"POLYGON ((7.698461299831100 47.112069853529150,7.719374198948144 47.189099336386001,7.625910880391739 47.195376562058648,7.605245164154812 47.118314575576555,7.698461299831100 47.112069853529150))"
124,"POLYGON ((7.564184361761592 46.964523724999736,7.584669843102977 47.041363568523799,7.491814845429587 47.047491756135216,7.471574399844195 46.970620186290823,7.564184361761592 46.964523724999736))"
125,"POLYGON ((7.543788169070363 46.887795226052312,7.564184361761592 46.964523724999736,7.471574399844195 46.970620186290823,7.451422221093694 46.893860133160722,7.543788169070363 46.887795226052312))"
126,"POLYGON ((7.371685421048833 46.587938583717985,7.391489898519192 46.664250829538474,7.299965086646860 46.670140268893661,7.280400493484294 46.593797561707454,7.371685421048833 46.587938583717985))"
127,"POLYGON ((7.280400493484294 46.593797561707454,7.299965086646860 46.670140268893661,7.208556075060697 46.675948153079730,7.189231261228175 46.599575397259066,7.280400493484294 46.593797561707454))"
128,"POLYGON ((7.064026016607636 46.840522005485553,7.083119491322478 46.917291704521574,6.991337286053379 46.922943974990240,6.972486277644045 46.846144983836616,7.064026016607636 46.840522005485553))"
129,"POLYGON ((6.972486277644045 46.846144983836616,6.991337286053379 46.922943974990240,6.899673743247255 46.928514557723190,6.881065080020409 46.851686689413093,6.972486277644045 46.846144983836616))"
130,"POLYGON ((6.916423963999071 46.616424791004576,6.935030117946360 46.692885226843657,6.844090565104179 46.698369648735735,6.825723722447417 46.621880804618932,6.916423963999071 46.616424791004576))"
131,"POLYGON ((6.897898432170331 46.540077532015260,6.916423963999071 46.616424791004576,6.825723722447417 46.621880804618932,6.807436502232968 46.545505291903801,6.897898432170331 46.540077532015260))"
132,"POLYGON ((7.060255412831301 46.452806321769522,7.079175823041573 46.528982832489106,6.988478408748078 46.534570137585185,6.969795563782777 46.458364717330269,7.060255412831301 46.452806321769522))"
133,"POLYGON ((7.022658947547895 46.300792985438690,7.041416619327908 46.376742988236238,6.951193349210111 46.382272631331766,6.932671275665387 46.306294032265860,7.022658947547895 46.300792985438690))"
134,"POLYGON ((6.842800674244908 46.311716377946212,6.861087272941426 46.387723172219680,6.771098990124891 46.393094884870230,6.753047738292168 46.317060295376415,6.842800674244908 46.311716377946212))"
135,"POLYGON ((6.948429713275992 45.998129251352701,6.966867770803636 46.073624453522328,6.877581065042507 46.079040640071149,6.859374738358916 46.003517457791666,6.948429713275992 45.998129251352701))"
136,"POLYGON ((7.037600675355394 45.992663659611345,7.056270586317442 46.068130487886030,6.966867770803636 46.073624453522328,6.948429713275992 45.998129251352701,7.037600675355394 45.992663659611345))"
137,"POLYGON ((6.985385008624815 46.149233571756682,7.003981906395412 46.224956464025063,6.914228857631430 46.230429069912745,6.895865613401482 46.154677891170842,6.985385008624815 46.149233571756682))"
138,"POLYGON ((7.003981906395412 46.224956464025063,7.022658947547895 46.300792985438690,6.932671275665387 46.306294032265860,6.914228857631430 46.230429069912745,7.003981906395412 46.224956464025063))"
139,"POLYGON ((7.093851307293727 46.219405285264436,7.112763091317550 46.295212965716914,7.022658947547895 46.300792985438690,7.003981906395412 46.224956464025063,7.093851307293727 46.219405285264436))"
140,"POLYGON ((7.454480428680167 46.196409468379528,7.474332289426683 46.272097764033767,7.383768314878561 46.277996369274859,7.364151629816657 46.202277622235989,7.454480428680167 46.196409468379528))"
141,"POLYGON ((7.383768314878561 46.277996369274859,7.403469520766469 46.353827955359229,7.312783542943960 46.359676723518803,7.293318382434197 46.283814926438666,7.383768314878561 46.277996369274859))"
142,"POLYGON ((7.635477399220375 46.184433170986217,7.655799896282021 46.260059347510087,7.565009689816409 46.266118844951770,7.544922556835821 46.190461405808463,7.635477399220375 46.184433170986217))"
143,"POLYGON ((7.615241803228458 46.108919483725956,7.635477399220375 46.184433170986217,7.544922556835821 46.190461405808463,7.524921362979016 46.114916625062811,7.615241803228458 46.108919483725956))"
144,"POLYGON ((7.524921362979016 46.114916625062811,7.544922556835821 46.190461405808463,7.454480428680167 46.196409468379528,7.434713543895544 46.120833998156264,7.524921362979016 46.114916625062811))"
145,"POLYGON ((7.505005592239328 46.039484652973030,7.524921362979016 46.114916625062811,7.434713543895544 46.120833998156264,7.415031124442755 46.045371502700917,7.505005592239328 46.039484652973030))"
146,"POLYGON ((7.485174732615053 45.964165636907723,7.505005592239328 46.039484652973030,7.415031124442755 46.045371502700917,7.395432663659406 45.970022128466191,7.485174732615053 45.964165636907723))"
147,"POLYGON ((7.595092586944988 46.033518436919245,7.615241803228458 46.108919483725956,7.524921362979016 46.114916625062811,7.505005592239328 46.039484652973030,7.595092586944988 46.033518436919245))"
148,"POLYGON ((7.796218088368060 46.096684852287027,7.816922749077773 46.172135136695879,7.726144337299077 46.178324501623848,7.705674250789497 46.102842312824372,7.796218088368060 46.096684852287027))"
149,"POLYGON ((7.705674250789497 46.102842312824372,7.726144337299077 46.178324501623848,7.635477399220375 46.184433170986217,7.615241803228458 46.108919483725956,7.705674250789497 46.102842312824372))"
150,"POLYGON ((7.726144337299077 46.178324501623848,7.746702285566246 46.253919008450723,7.655799896282021 46.260059347510087,7.635477399220375 46.184433170986217,7.726144337299077 46.178324501623848))"
