# id,url,longitude,latitude
52403510017,https://live.staticflickr.com/65535/52403510017_b159459831_c.jpg,9.635720,47.453700
52404304094,https://live.staticflickr.com/65535/52404304094_3f0f451201_c.jpg,9.635380,47.453410
52403933171,https://live.staticflickr.com/65535/52403933171_c8899cf42c_c.jpg,7.539163,47.208556
52403382762,https://live.staticflickr.com/65535/52403382762_e5422eb713_c.jpg,8.540316,47.377850
52404082559,https://live.staticflickr.com/65535/52404082559_bf74eb9571_c.jpg,7.691222,46.629358
52404114713,https://live.staticflickr.com/65535/52404114713_65c334e79a_c.jpg,6.845533,46.457963
52403987583,https://live.staticflickr.com/65535/52403987583_9af0547811_c.jpg,7.087600,46.592552
52402878087,https://live.staticflickr.com/65535/52402878087_98fef07245_c.jpg,6.633352,46.523663
52401941286,https://live.staticflickr.com/65535/52401941286_1b494a1007_c.jpg,9.019045,45.928222
52403527065,https://live.staticflickr.com/65535/52403527065_185f19b62e_c.jpg,7.852572,46.697505
52403249483,https://live.staticflickr.com/65535/52403249483_875ff1c22c_c.jpg,6.965246,46.313575
52403177615,https://live.staticflickr.com/65535/52403177615_fbcb4ac527_c.jpg,6.947489,46.254133
52403189753,https://live.staticflickr.com/65535/52403189753_a874a3206b_c.jpg,6.947489,46.254133
52385372913,https://live.staticflickr.com/65535/52385372913_e6c5fde1ab_c.jpg,8.204984,47.191068
52403053495,https://live.staticflickr.com/65535/52403053495_fa27b41c40_c.jpg,6.797500,46.668611
52402528211,https://live.staticflickr.com/65535/52402528211_10f6140c11_c.jpg,7.921500,46.604850
52403027173,https://live.staticflickr.com/65535/52403027173_47647dc647_c.jpg,8.023711,46.668183
52402014782,https://live.staticflickr.com/65535/52402014782_a17a2f6e1d_c.jpg,7.941838,46.612305
52402951863,https://live.staticflickr.com/65535/52402951863_2c9ea7b8cd_c.jpg,7.966144,46.711013
52402403571,https://live.staticflickr.com/65535/52402403571_d33da4d5ed_c.jpg,8.651347,46.819247
52402401971,https://live.staticflickr.com/65535/52402401971_106353e9ee_c.jpg,8.650322,46.820283
52402826735,https://live.staticflickr.com/65535/52402826735_25712feaaa_c.jpg,7.965272,46.711286
52402787780,https://live.staticflickr.com/65535/52402787780_52d2db7b51_c.jpg,8.726900,47.496205
52402626924,https://live.staticflickr.com/65535/52402626924_05c904085f_c.jpg,8.105356,46.796666
52402773280,https://live.staticflickr.com/65535/52402773280_c1267f5be8_c.jpg,8.105356,46.796666
52402336726,https://live.staticflickr.com/65535/52402336726_07657f2bcd_c.jpg,8.105356,46.796666
52402618639,https://live.staticflickr.com/65535/52402618639_395df2f5da_c.jpg,8.117265,46.801704
52401808462,https://live.staticflickr.com/65535/52401808462_df1c7b2039_c.jpg,8.021618,46.251892
52402769070,https://live.staticflickr.com/65535/52402769070_3645283806_c.jpg,8.946783,45.992908
52401814722,https://live.staticflickr.com/65535/52401814722_faed4df7c8_c.jpg,8.053708,46.706872
52402324381,https://live.staticflickr.com/65535/52402324381_97f5842f26_c.jpg,7.722661,45.971430
52402715340,https://live.staticflickr.com/65535/52402715340_e9766de9d8_c.jpg,7.963822,46.711686
52402556519,https://live.staticflickr.com/65535/52402556519_dc30cbbf88_c.jpg,8.625200,46.901951
52389279242,https://live.staticflickr.com/65535/52389279242_5f4ef14ca8_c.jpg,8.296329,47.082415
52402687998,https://live.staticflickr.com/65535/52402687998_67edb447ed_c.jpg,7.962583,46.711680
52402588590,https://live.staticflickr.com/65535/52402588590_0320fda36b_c.jpg,6.633308,46.523644
52402050761,https://live.staticflickr.com/65535/52402050761_ff11a09ec7_c.jpg,8.336808,46.561061
52401432387,https://live.staticflickr.com/65535/52401432387_027835703b_c.jpg,8.015449,46.235212
52381457012,https://live.staticflickr.com/65535/52381457012_c7fdc56729_c.jpg,8.299580,47.092292
52399587846,https://live.staticflickr.com/65535/52399587846_dfcae67541_c.jpg,9.024667,45.928871
52402416183,https://live.staticflickr.com/65535/52402416183_67961f8c5e_c.jpg,6.147440,46.201670
52402331275,https://live.staticflickr.com/65535/52402331275_5bc771a334_c.jpg,6.147623,46.201492
52402391813,https://live.staticflickr.com/65535/52402391813_799321bf08_c.jpg,6.146957,46.201202
52402177614,https://live.staticflickr.com/65535/52402177614_2382768c08_c.jpg,6.147955,46.200772
